id,latitude,longitude,last_scraped,description
18209157,55.95007,-3.18242,2024-03-23,"✔ Delightful flat nicely nestled at the heart of the city <br />✔ 2 bedrooms <br />✔ 1 bathroom <br />✔ Well-equipped kitchen with all necessary appliances <br />✔ 6-minute walk to St Giles' Cathedral <br />✔ 9-minute walk to the National Museum of Scotland <br />✔ 10-minute walk to Edinburgh Castle <br />✔ 14-minute walk to Princes Street <br />✔ 6-minute walk to Edinburgh Waverley Train Station <br />✔ An extensive area guide is provided, and we are available 24/7 <br />✔ Essentials, linens, towels, WiFi are provided"
18226306,55.97266,-3.30549,2020-12-19,This 3rd floor apartment with free parking is only 10 minutes from Edinburgh Airport and 15 minutes from Edinburgh city centre. Newly refurbished to a high standard and in a quiet location it boasts lovely views over the picturesque waterfront cottages of Cramond Village on the River Almond. Enjoy a 5 minute walk down to the harbour or across the tidal causeway to Cramond Island; along the river or in the other direction to the beach.<br /><br /><b>The space</b><br />The property can be reached by stairs and lift to the 3rd floor. Entering the property there is a newly renovated bathroom with walk-in shower (rain shower head) and WC to the left of the entrance hallway. At the end of the hall several doors lead to bedrooms 1 and 2 and the bright; spacious lounge which leads to a separate newly fitted modern kitchen. <br />The historic area of Cramond is situated in a quiet location of Edinburgh but within easy reach of the city centre. Edinburgh airport and the Forth bridges are a 10 mi
18234517,55.94718,-3.19973,2024-02-19,"In the Grassmarket, peace and quiet can be hard to come by, so this flat really does enjoy the best of both worlds. Nestled at the foot of Edinburgh Castle in the heart of the Grassmarket, the flats itself has no windows facing onto the busy square so its amazingly quiet when things get lively. Its part of a secured courtyard so its safe too. In all, a very comfortable way to enjoy all that Scotland's capital city has to offer. <br /> <br />This third floor apartment is in a secured and gated complex with"
18271796,55.97467,-3.17339,2024-02-19,"Lovingly re-decorated apartment situated on a quiet street in the historic heart of Leith. The apartment has an open-plan layout and is located on a traditional, south-facing, tenement building, only 15 minutes by bus/car from the city centre.<br />Leith hosts an eclectic mix of people and cultures, jam-packed with cafes, markets, chic drinking spots, and some of Edinburgh's top restaurants.<br />The apartment is our home the rest of the year and we hope it will be a home away from home for guests too!"
18298032,55.96726,-3.20394,2022-07-17,A beautiful and spacious family house with garden. It's a 5 minute walk from the Botanic Gardens and a 25min walk to the city centre. Very frequent bus services into the city centre. Space for 2 medium sized cars in the driveway and plenty of bicycles/prams in the garage.<br /><br />It's perfectly located to easily reach the beautiful and lively city centre yet far enough to miss the crowds when at home.<br /><br />The house is fully equipped to make this place the perfect home from home.<br /><br /><b>The space</b><br />Semi-detached house in Inverleith. The house has been tastefully renovated whilst trying to respect all the original features. Kitchen area and bathroom have recently been upgraded. <br />The large kitchen/dining area to the rear of the building is the hub of the house. We live here unless the weather allows us to spill out into the garden. There is a working real flame gas fireplace for colder evenings.<br />The master bedroom is to the rear with the children's room t
18315792,55.9495,-3.13274,2020-12-31,"This Mid-Terraced House is South facing and gets a lot of light in the day, no need for lighting, close to a local park with a stream and wildlife running through it, 15 mins to City Center and Portobello Beach is nearby.<br /><br /><b>The space</b><br />One or two travellers (i.e a Couple that can share a double bed)."
18324155,55.96995,-3.17278,2024-10-18,"Room in a traditional/contemporary 2nd floor apartment less than 10 minutes tram ride (walkable) from the city centre, 5 minutes from the popular shore district with many restaurants, bars and cafes. Leith is bustling, full of life, and is very much a working part of the city with families, shops, schools, restaurants and everything which creates a fun and exciting buzz. The apartment is relatively small, the room is compact and cozy, with no outside noise. This is not a city centre apartment."
18340749,55.9466,-3.19955,2021-02-12,"Industrial 'New York Loft' Inspired apartment fully renovated in June 2017<br /><br />Right beside Edinburgh Castle with views from the 3 windows <br /><br />King size (5 foot bed) bed, seating area, dressing table, smart TV and fully integrated kitchen and dining area. Perfect base for the city with everything you need for a comfortable stay! <br /><br />Good hard wired internet and wifi<br /><br /><b>The space</b><br />This apartment is being completely renovated during May 2017 - some pictures have now been published to show the apartment. <br /><br />The style of this apartment will be a large studio apartment with a king size bed to sleep 2 people.<br /><br /><b>Other things to note</b><br />StayManaged take guests safety seriously and we are following cleaning guidelines that include:<br /><br />Hygiene operatives wearing masks, gloves and other PPE<br />Rooms being ventilated<br />All surfaces are cleaned, then disinfected<br />Using high alcohol/bleach cleaning products<br />Li"
18382356,55.9506,-3.21606,2021-01-01,"Located in the heart of Edinburgh's West end of the city centre, the one bed flat is perfect for couples or individuals visiting the city, wishing to enjoy all that it has to offer.  Walk to Haymarket train station in 5-10 mins or be on Princes Street in 5 minutes.  <br /><br />In the flat is a large living room with separate bedroom with King size bed, <br />modern kitchen and clean bathroom with rainfall shower.  <br /><br />Perfect for couples, business travellers and solo adventurers.<br /><br /><b>The space</b><br />The home is a main door flat, accessible down a flight of stairs with your own patio to the front.  You will enter the home in the living room where you will find comfortable seating with cable TV, a DVD player and a dining table for working or eating at. <br /><br />The living room leads to a small hallway from which you can access the bathroom, bedroom or Kitchen. <br /><br />The kitchen is modern and clean, equipped with the essential crockery, cooking utensils and "
18422556,55.94605,-3.21079,2024-02-19,"• Extremely central location<br />• Victorian period property<br />• Three large double bedrooms<br />• Single sofa bed and a large sofa <br />• Furnished and equipped to high standard<br /><br />Located between Haymarket and Lothian Road in the city centre.<br /><br />The EICC, Haymarket Station and Princes Street shops just a few minutes walk.<br /><br />Walk to centre within minutes or travel from the airport and arrive easily using the tram. <br /><br />The space is suitable for couples, business travellers, families with kids and solo adventurers."
18435561,55.97416,-3.16874,2020-12-19,"Flat is a 2 bedroom modern conversion of a beautiful old building inside a very attractive courtyard with garden, situated close to both Leith and the historic shoreline with some of the nicest bars and restaurants in Scotland. It is also right next to Leith Links, a large and pretty public park."
18435888,55.92504,-3.25645,2020-12-31,"A bright and sunny flat with double room available (no pets) in a peaceful, clean apartment.  Bathroom with electric shower, fully equipped kitchen and washing machine. Preferably non-smoker. <br /><br />Free parking and regular bus routes into the city centre - Bus stop only 1 minute away to get Bus 34,36..."
18493933,55.94155,-3.17967,2022-05-16,"Superb, modern 3 bedroom apartment (sleeps 6). There is a large shower room with WC, and a separate living/dining/kitchen. The apartment is superbly located for the main Festival hubs of Pleasance, George Square and Underbelly and for exploring the City sites. The neighbourhood has many cafes, bars and restaurants, as well as a small supermarket 20m from the door. There is easy access to and from the City with bus stops outside and taxi ranks close-by.<br /><br /><b>The space</b><br />The flat is simply but comfortably furnished and is superbly located for many Festival venues as well as for exploring the historic sites of Edinburgh. It is literally surrounded by cafes, bars and restaurants. The wide open green spaces of The Queen's Park and The Meadows are both within 5 minutes walk of the flat. Whilst simply furnished, the flat offers a clean, stylish, comfortable base for Festival performers or visitors to the City seeking a base from which to explore. Due to it's superb location in"
18497334,55.94718,-3.10669,2023-01-18,"Apartment situated on the RoyalMile. Warm and cosy and excellent location.<br /><br /><b>The space</b><br />Two Double bedrooms with shared bathroom, use of all facilities including patio and garden.<br /><br /><b>Guest access</b><br />The entire home"
18543877,55.96165,-3.19829,2024-02-19,Stylish Georgian Property on the Northern edge of Edinburgh's New Town. Well located to explore Edinburgh's City Centre and Stockbridge.
18580290,55.93816,-3.18265,2023-05-18,"Great price for a lovely flat in an amazing location, seconds from the Meadows. You have your own room, and sole use of the living/dining room which has French doors into the garden<br /><br /><b>The space</b><br />Lots of lovely shops and venues nearby: Victor Hugo deli for breakfast rolls, the Meadows for picnics, Summerhall and Queen's Hall are moments away and a short walk across the park to the Underbelly, Pleasance, George Square venues, Contact me with any queries you may have.<br /><br /><b>Guest access</b><br />It is a very nice, bright flat. The double bed is comfortable and you will have the sitting room to yourselves also. There is another bed-sitting room in the flat which will be occupied some of the time by my son or his friend.<br /><br /><b>Other things to note</b><br />Hello, we make up the beds and supply pretty basic towels. You may want to bring additional ones of your own. Regards Jackie"
18627028,55.94907,-3.13315,2024-02-18,"FEMALE ONLY<br /><br />My flat is a spacious flat in the east of Edinburgh. (Around 15-20 mins on bus), the flat is fully furnished with style and is in a very quite residential area with great links into the city centre.<br /><br />The flat is situated in an excellent location with many historic areas close by, the city centre, Leith, Portobello, Arthur's seat and has connections to Musselburgh and east Lothian and the city bypass. <br /><br />The bus stop is a stone throw away with one of the best bus services in Europe!"
18685203,55.97643,-3.16904,2020-12-31,"Welcome to 54 Bernard Street! <br /><br />Step into our beautiful 2 bedroom home just off The Shore and you feel right at home. Ideal for enjoying the city, the festivals, the water, restaurants and everything else Edinburgh has to offer. Two double bedrooms and a double sofa bed in the lounge means that 6 people (+1 infant) can stay here comfortably. Of course you can use our kitchen, and the bathroom has a bath, shower and toilet. Did we mention FREE WIFI? Great transport links to Princes Street too!<br /><br /><b>The space</b><br />• Converted warehouse building with beautiful period features<br />• 2 double bedrooms and a double sofa bed<br />• Free parking on The Shore<br />• Only 20 minutes by bus to Princes Street<br />• Lots of lovely Restaurants and Cafes round the corner (try Mimi's Bakehouse!)<br />• Bathroom with bath and shower<br />• Fully equiped kitchen so you can cook a meal or heat up a take-away<br />• Washing machine provided for use by guests<br />• Free Wifi (of c"
18696515,55.93007,-3.21424,2024-02-19,"Spacious peaceful family-friendly apartment on one of Edinburgh's prettiest streets in a historic neighbourhood, recently refurbished to a high standard. Superb local amenities are a short walk, and it's 15 minutes to the city centre. It's the ideal base for a family visiting Edinburgh, comfortably accommodating 4 adults and 4 children. There are three bedrooms: one has a luxury King size bed, one has two single beds and the third has bunk beds. Plus there's a double sofa bed in the living room."
18770723,55.95106,-3.11213,2021-09-16,"Cosy, quiet family-friendly home by the sea. Within short walking distance from the beach and close to the city centre. Two double bedrooms, one with sea view. Separate bathroom with bath and shower for use by the two rooms, plus use of communal kitchen/ dining room with tv. Within easy reach of town centre by bus, plus lots of local shops and amenities."
18803593,55.88134,-3.15935,2022-06-10,"A peaceful and calm room with two single beds decorated in a cream colour situated on first floor of the house, with the window facing our back garden.<br />Wifi is available,ovens/ fridge freezer/ dish washer/ iron/ all available in the kitchen.<br />Sunny garden to the front and back is also available.<br /><br /><b>Other things to note</b><br />We are young professionals living with our daughter and a dog in a very quiet and peaceful neighborhood."
18816630,55.94902,-3.19319,2024-02-18,"Located in the historical area of Old Town, our wonderful apartment makes a perfect home base in Edinburgh."
18850139,55.8999,-3.30492,2020-12-31,"A lovely bright tastefully decorated room with double bed. <br /><br />The room sits on the first floor of the family home and has a wardrobe, drawers and bedside tables. <br /><br />Free wifi. <br /><br />Ideal for single travellers, couples or friends. White Bed linen and white towels are provided. <br />Guests can have tea/coffee  on arrival. <br />Tea,Coffee & toast, Scottish preserves in the morning. I will provide a list of good  places to eat, drink& visit. Welcome to sit inside or outside in the pleasant & relaxing garden.<br /><br /><b>Guest access</b><br />You're welcome to use the kitchen at breakfast, lounge in the livingroom, dine in the conservatory or sit in the quiet enclosed sunny back garden. <br /><br />Free parking is available.<br /><br /><b>Other things to note</b><br />4 miles from Edinburgh airport at the foot of the Pentland hills. You can get here in 10 minutes from the airport by taxi have a restful sleep get up have breakfast and get out exploring. Edinburgh"
18866150,55.96019,-3.20667,2024-02-19,"My home is a delightful, calm, main door basement flat in a traditional Georgian street in Edinburgh's vibrant Stockbridge area.  A large bedroom with king size bed is at the front of the property, while  at the back overlooking the shared garden are the lounge and separate kitchen.    The area, famed for its village atmosphere, boasts numerous restaurants, cafes, bars, shops, a large park, the Water of Leith and is only a 15 minute walk to Edinburgh's West End."
18883501,55.95593,-3.14101,2021-02-12,"(Rental period extension negotiable. Covid restrictions may vary.)<br />This bedroom, originally a 19thC nursery, has a low (2 metres) coombed ceiling and is located on the top floor (plenty storage in attic room adjacent). It has a very comfortable small double bed. Bedding and towels are supplied. The view from the casement window is to the hill, Arthur's Seat. The local supermarket is directly behind us. Very convenient. There is a large shower room directly below. (shared usage, with one other.)<br /><br /><b>The space</b><br />This little attic room was originally part of a circular room: the old nursery. Very cosy, warm and private but with lovely south light, especially in the mornings, and an open outlook.<br /><br /><b>Guest access</b><br />You can share the rest of the house: ground floor lounge and dining room with smart TV, Chromecast and great unlimited WiFi, first floor shower-room and toilet,  kitchen and all outdoor spaces (front and back garden, upstairs veranda).<br /"
18886023,55.95695,-3.16185,2020-12-31,"Very sunny comfortable room for two people! First floor in the old building with view on Arthur Seat.Walking distance to city, old town and Holyrood park! (About 15 min). Bus can take u in 5min to Portobello Beach too. Great location. Coffee shop just downstairs. Shopping center 2 min walk. All attractions very close<br /><br /><b>The space</b><br />U can feel very comfie in the big room with Sun waking U up in the morning do U ready to discover our beautiful town. Large kitchen for You to feel free to prepare Ur meal etc. Bathroom is shared but house is almost empty so no traffic at all. Clean and tidy.<br /><br /><b>Guest access</b><br />U can use our small bathroom when needed, make a coffee and tea, drinking water here . shelf in the fridge for U . can offer small breakfast if I'm home, other way u can make it urself. Feel like home."
18908686,55.94088,-3.09724,2021-06-12,"Self-contained guest suite on ground floor with car parking space, private entrance, living room, bedroom, and private ensuite bathroom. Tea and coffee included. <br />This is strictly a non smoking suite, smoke and carbon monoxide alarm included.<br /><br /><b>The space</b><br />On the ground floor, two rooms (living room and bedroom), plus ensuite shower room. Small food preparation area with kettle,toaster, and small fridge. Plates, cups, cutlery , tea, coffee, hot chocolate , and fresh milk are provided. There is also a TV in the living room and a large wardrobe in the bedroom. French windows with private entrance and car parking space immediately outside.<br /><br /><b>Guest access</b><br />The guest suite is self-contained with its own private entrance. There is no access to the main house above the guest suite.<br /><br /><b>Other things to note</b><br />The property looks on to the Brunstane Burn Path which is a cycle and walking route, forming part of the John Muir way, connec"
18924230,55.9358,-3.1978,2024-02-18,"Prepare to be charmed at The Lauderdale Street Residence. Located in beautiful, leafy Marchmont, guests are treated to plenty of space in this truly delightful ground floor apartment. Sleeping up to four guests in style, this light and airy property is the perfect pied-à-terre for your next visit to Edinburgh."
18957225,55.95133,-3.20409,2024-11-15,"This charming two-bedroom top floor apartment sits a stone’s throw from the Castle, nestled between Edinburgh’s Old & New Town, right at the heart of the bustling city centre on Rose Street – famous for its wealth of places to eat, drink and shop."
18957820,55.95586,-3.17942,2020-12-19,"Stunning luxurious two bedrooms flat in a prestigious and residential area, just a 10mn walk away from Edinburgh city center. Top floor with sea views, and mountain view, and close to amenities.<br /><br /><b>The space</b><br />Entire flat : 2 bedrooms, 1 kitchen, 1 bathroom, 1 living room with fireplace<br /><br /><b>Guest access</b><br />Entire flat<br /><br /><b>Other things to note</b><br />Tv in one of the bedrooms. Living room with tv with iPad / iPhone / hdmi connection ."
18994072,55.94296,-3.18277,2020-12-19,"The apartment is a gorgeous 1 bedroom with an open plan Kitchen, Dining and Living area which is complimented by a stylish, modern shower room. Perfect for 1 or 2 people but flexible accomodation allows up to 4.<br /><br />Benefits from a double bedroom on the ground floor and a mezzanine sleeping area which can be accessed with the pull out ladders.<br /><br />Situated in the heart of Edinburgh City within walking distance to many major attractions included in the surrounding hub of restaurants, parks and bars.<br /><br /><b>The space</b><br />The apartment is of high spec and at your disposal you will have everything to make your stay comfortable; <br />Wifi - Smart TV - Coffee Machine - Bluetooth Speaker - Hair Dryer - Iron/ Ironing Board - Fresh Towels/ Bed Linens - Washing Machine - 4 burner hob and electric oven - Fridge - Microwave - Kettle.<br /><br /><b>Other things to note</b><br />Pull out ladder access to the mezzanine sleeping area to be used at your own risk.<br /><br />W"
18996540,55.93571,-3.22414,2024-02-19,"Cheerful flat in quiet 4 storey apartment building in a residential location adjacent Harrison Park and canal with tow-path walkway to the city centre. Landscaped communal garden. Private off-road parking place (free) at rear of building. Bathroom, spacious living room (with large dining table, TV, DVD, stereo, wifi, etc.), and well-equipped kitchen. 2 x Double rooms and 1 x single room. Excellent bus links to all Edinburgh sights"
19017506,55.95664,-3.17671,2024-02-19,"A newly renovated & stylish, self-catering apartment situated in Edinburgh's Georgian New Town which was designated a UNESCO World Heritage Site in 1995. The property benefits from steps leading to a private courtyard & entrance. It has a number of original features including a cast iron fireplace & working shutters. The accommodation offers a clean, homely & comfortable living space for up to 5 people. It welcomes visitors worldwide from all cultures and is a child and family friendly space."
19044889,55.94596,-3.22908,2020-12-19,"Our Wester Coates Road Apartment stands up to its area and shows plenty signs of luxury from the moment you enter. Fantastic attention to detail throughout, creative accessories and well thought out bursts of colour .  Not only is it in one of Edinburghs finest locations, its also within a stones throw of Murrayfield Stadium - Rugby fans this one is not to be missed!<br /><br /><b>The space</b><br />Our stunning self-catering holiday apartment is close to Edinburgh rugby stadium in the lovely neighbourhood of Murrayfield. Murrayfield, one of Edinburgh’s trendiest areas, has many fantastic restaurants, local amenities and of course Scotland’s world-class rugby team. Making our flat one of the best accommodation near Murrayfield Stadium options.<br /><br />Luxury Self-Catering Apartment Edinburgh<br /><br />Relax in style at our luxury two bedrooms self-catering accommodation in central Edinburgh. The holiday apartment has an elegant, modern design with extra attention to special feature"
19048030,55.95419,-3.25072,2020-12-31,"1.5 miles from city centre and Princes St. Close to stops for buses to Princes Street and the city centre.<br /><br />Free parking. Bright, sunny, south-facing first floor flat with open outlook over gardens and playing fields in Ravelston area of Edinburgh. <br /><br />Easy access from west and north of city. Minimum stay 3 nights.<br />15% discount for stays of 4 nights or longer.<br /><br /><b>The space</b><br />The sitting room also has a dining area and there is an additional dining room. All rooms have large windows making the flat exceptionally light. There is off peak heating which can be supplemented with electric convection heaters.   The owner lives in the apartment immediately above and will be available in the event of any problems or queries."
19065185,55.946,-3.21386,2023-03-17,"✔ Stylish flat ideally located in West End <br />✔ 1 bedroom <br />✔ 1 bathroom <br />✔ Well-equipped kitchen with all necessary appliances <br />✔ 13-minute walk to Dean Village <br />✔ 14-minute walk to the Scottish National Gallery of Modern Art  <br />✔ 18-minute walk to the Edinburgh Castle <br />✔ 4-minute walk to Haymarket train station <br />✔ An extensive area guide is provided, and we are available 24/7 <br />✔ Essentials, linens, towels, and WiFi are provided<br /><br /><b>The space</b><br />⭐ 1 bedroom <br />— the bedroom is fitted with a queen size bed <br />⭐ 1 bathroom <br />⭐ A comfy living room with a flat-screen TV <br />⭐ A fully equipped kitchen with dining space suitable for 6 guests <br />⭐ Family friendly<br /><br /><b>Guest access</b><br />● Guests will have access to the entire apartment.  <br />● The property is on the first floor. <br />● There is one flight of stairs to the property. <br /> <br />Check-in Information: <br />Self-check-ink in on their own wit"
19068741,55.96798,-3.17379,2024-02-18,"Room in bright, airy flat in traditional tenement building. Close to a great mix of independent shops, pubs and cafés. 20 minutes walk from Princes Street and 5 mins from The Shore district. On busy bus route."
19069233,55.94423,-3.18381,2024-02-18,City centre location. 1 Bedroom flat with good size living space and kitchen. Welcome long term stays.
19090463,55.96598,-3.26011,2023-06-12,"Situated about 3.5 miles from the centre with great transport links this is a super flat for visiting Edinburgh. Free parking outside but bus stop just outside with buses to the centre, the beach and other parts of Edinburgh. Just decorated with new beds etc. Perfect!!"
19095863,55.9549,-3.1697,2020-12-31,"A bright wee apartment with free parking, shared garden located at the centre of everything in the historic city of Edinburgh.<br /><br />A 10 min walking radius from apartment covers Holyrood Palace/Park (2 min), Royal Mile (3-5 min), Calton Hill (10 min), Scottish Parliament (3 min). 20 mins walk to Princes Street and Waverly Station. <br /><br />My apartment is ideal for anyone looking to enjoy a quiet & quality stay in the heart of the city, be it business, leisure or tourism. Hope to see you soon :)<br /><br /><b>The space</b><br />Before we start, here are 3 THINGS PEOPLE LOVE  about the place 1. The LOCATION is simply amazing. We are at the CENTRE of EVERYTHING in Edinburgh and you can WALK everywhere around town from our place.<br /> <br />2. Our building has a lot of character. It is a typical tenement, built in late 1800’s. The apartment is SPACIOUS, with high ceilings, NATURAL light & smart interiors.<br /><br />3.  THE FREE CAR PARKING on the street in front of the building"
19117212,55.92959,-3.23623,2024-02-19,"West of Edinburgh's city centre, with great connections to the airport & town. Perfect for solo adventurers, business travellers, families & couples."
19189874,55.95993,-3.2102,2024-08-17,"Beautiful studio apartment in a central location within walking distance of shops and main attractions.  A bright and trendy ground floor apartment on a leafy residential street, with front door entry.  The living area is spacious and furnished to a very high standard.  Double bed with luxurious mattress and bed linen.  Fully fitted kitchen and shower room.  This apartment is the perfect base for a holiday or business trip to the wonderful city of Edinburgh."
19225401,55.95079,-3.18939,2024-02-19,"Walking into this top floor apartment always feels like such a surprise. The location on the High Street is hard to beat, during the Edinburgh Festival it is unrivalled and at other times, there is such an incredible choice of things to do and see on the doorstep, that you'll be spoilt for choice."
19243245,55.95917,-3.21417,2024-02-18,"Stylish funky apartment on 3 floors, heart of Edinburgh. Stockbridge, Edinburgh's 'village in the city' cool vintage shops, bars & market. Perfect location to enjoy Edinburgh's famous International Fringe and Festival. City centre tourist attractions 15 minutes walk or 5 minutes by bus.<br />Rare and free on site parking!<br />Large and super-stylish loft bedroom / additional sitting room.<br />Art and books. Brand new bathroom.  Famous Botanic gardens, Inverleith Park and Water of Leith on your doorstep."
19245646,55.94288,-3.19597,2020-12-19,"Close to the castle, George Square, and all of Edinburgh's other attractions (walking distance). One of the most prestigious postcodes in Edinburgh!<br /><br />- 15-20mins walk to Princes Street/Christmas market<br />- 10 mins walk to Royal Mile<br />- 2-5 mins walk to George Square<br /><br />Has underground safe parking (https://www.q-park.co.uk/en-gb/cities/edinburgh/quartermile/) and a concierge service as well as security guards that look after the place.<br /><br /><b>Guest access</b><br />All of it!"
19299751,55.96459,-3.18281,2022-04-14,"Whole house available in a central location. House is in central Edinburgh, just 10-15 minutes walk from Waverley, York Place tram stop and other city centre attractions including the new St James shopping centre. The room is bright, fresh, modern and clean. There is also a living area with tv, WiFi etc.<br /><br />This place is my home and not a holiday rental, so there will be personal artefacts in the living room and kitchen. Please ensure you are happy with this before booking.<br /><br /><b>The space</b><br />What is great about my place is that it's so central, has great transport links and if you're planning a longer trip in Scotland there's a car hire place just a few minutes walk away on McDonald Place. There's an array of down to earth, and affordable restaurants and bars nearby.<br /><br /><b>Guest access</b><br />Guests will have access to 2 double bedrooms, bathroom, living room and open plan kitchen area with patio leading out to the garden.<br /><br />Free parking is ava"
19310223,55.95372,-3.11728,2024-02-19,"Small double room in a quiet loft apartment at Portobello Beach. Located in an old building with narrow stair cases, 3 flights of steps to climb. It has a vibrant social scene with a wide range of cafes, bars and shops, not to mention the famous golden beach only a couple of minutes walk away. Free street parking available.<br />Its proximity to the city centre, makes Portobello ideal for people who enjoy the outdoors but want the convenience of city living."
19310611,55.94203,-3.22552,2021-07-10,"Our recently refurbished apartment is part of a traditional Edinburgh Tenement block full of history.  <br /> <br />We are within walking distance of Edinburgh's great sites including The Royal Mile, Edinburgh Castle, Princes Street, The mound, Murrayfield and more.<br /><br /><b>The space</b><br />The apartment is on the first floor and has recently been full modernised. <br /> <br />It is a cosy apartment with all rooms accessed from the small hallway. <br /> <br />The shower room and separate WC can be found off the hallway. <br /> <br />The next room is the Master Bedroom which has a comfortable King Bed and lots of storage space. <br /> <br />The Kitchen and Living room are open plan. This is a great space for hanging out while cooking with our fully equipped kitchen which also has a breakfast bar space. <br /> <br />The sofa turns into a double sofa bed, however this can only be used by means of advance notice. <br /> <br />There is also an alcove with a dining area which can als"
19382479,55.97549,-3.16978,2024-02-19,"A delightful one bedroom apartment with lift and private parking on the historic Shore of Leith.  This B-listed converted Cooperage  is just a 10 minute tram ride to the city centre.<br /><br />Surrounded by bars, restaurants, a weekly market and Scotland's best visitor attraction, The Royal Yacht Britannia.  <br /><br />With many original features, this property creates a home from home experience."
19441324,55.93823,-3.19963,2022-06-10,"Our central ground floor apartment is on the door step of The Meadows, a huge and beautiful park in the middle Edinburgh.<br /><br />We are within walking distance of the Castle, Royal Mile, EICC and many more of Edinburghs attractions.<br /><br />We are situated in an affluent and quiet neighbourhood.<br /><br />Our apartment is very comfortable with large beds, comfy sofas and all your home from home comforts.<br /><br />We are served by good transport links throughout Edinburgh, to the airport and train stations.<br /><br /><b>The space</b><br />***StayManaged take guests safety seriously and we are following cleaning guidelines that include:<br /><br />Hygiene operatives wearing masks, gloves and other PPE<br />Rooms being ventilated<br />All surfaces are cleaned, then disinfected<br />Using high alcohol/bleach cleaning products<br />Linens being washed at high temperatures<br />Vacuums emptied after each clean<br />Cleaning consumables disposed of after each clean<br /><br />This "
19474377,55.93088,-3.20884,2020-12-31,"***UPDATE: In order to comply with the law during the Covid-19 lockdown period, Instant Book is not available at the moment.  Please contact me if you wish to book so that we can discuss your needs and the lockdown situation.***<br /><br />Beautiful three-bedroom Victorian tenement flat in one of Edinburgh's most desirable areas<br /><br /><b>The space</b><br />This is a classic Victorian tenement flat, recently redecorated.  It sleeps five normally but can stretch to seven.  The master bedroom has a large double bed and a double sofa bed.  The second bedroom has a small double bed (tucked up against the wall), and there's a third, single bedroom.  <br /><br />There's a spacious kitchen with all conveniences, and the bathroom has bath with shower.  There's free wifi, and a small TV with freeview.<br /><br />I can usually arrange a parking space half a mile away if I have advance notice that you'd like to use it.<br /><br /><b>Guest access</b><br />A pretty enclosed garden is shared wit"
19487529,55.946,-3.18087,2024-03-23,"The iconic Arthur's Seat is the backdrop to our 2 bedroom apartment, in the Holyrood area of the City Centre.   24 Hour Self-Check-In."
19495124,55.94591,-3.20687,2024-02-19,"Join us in our central Edinburgh flat! We're right in the middle of everything with just a 5 minute walk to Princes Street, Grassmarket and Cowgate. That flat is newly renovated and you have a great spacious bedroom and bathroom. There is a tea and coffee making space in hallway."
19505597,55.97761,-3.17101,2020-12-19,"Cosy riverside apartment with the private front garden overlooks the Water of Leith.<br />It is at the vibrant and historic area of the Shore just 15 to 20 minutes outside the city centre by bus with various popular restaurants, cafés, bars and two Michelin-starred restaurants<br /> <br />The apartment is less than 1 minute away from a 24 hours bus stop with convenient access to various different attractions.<br /><br />It is 10 minutes away from the Royal Yacht of Britannia at the Ocean Terminal shopping centre<br /><br /><b>The space</b><br />A Bright living room looks into the front private garden. A well-equipped kitchen and a separate utility room with washer dryer.<br /><br />The flat has 1 bedroom with built in wardrobe and a super king sized bed that can be split into two single beds upon prior request.<br /><br />The bathroom includes over-bath shower, and we provide local Scottish organic herbal shampoo, shower gel and conditioner.<br /><br /><b>Guest access</b><br />Guests h"
19511598,55.91227,-3.21954,2021-01-01,"Large comfortable sitting room; balcony and back garden; spacious bedroom with double bed. Bathroom with electric shower. Close to superstores. On main bus routes, convenient access to bypass.<br /><br /><b>The space</b><br />On the edge of the very respectable and appealing area of Greenbank, the flat is perfectly positioned away from the hustle and stress of the city, yet on 2 bus routes (plus within 5 minutes walk of 3 more), allowing easy access to nightlife and sightseeing. There is also a night bus that runs 7 nights a week so you will never be stranded! <br /><br />Just a short drive out of town are the Pentland hills, perfect for a day out, or if you have only a couple of hours, 15 minutes walk brings you to Hermitage of Braid. <br /><br />The flat is served well by a spacious kitchen with all mod cons and numerous cooking ingredients and equipment. There is a bath and electric shower, hot water on tap 24/7. The bedroom has ample storage space for even a prolonged stay, clean b"
19512791,55.96265,-3.17081,2020-12-19,It's a two bedroom flat close too bus route up to city centre it has a lock on bedroom door you get free wi-fi it's clean and tidy we also have a shower over bath the room is only available for the month of august it is two males that live here and smokers<br /><br /><b>The space</b><br />It is a nice flat we are smokers so don't mind people smoking two males that live here<br /><br /><b>Other things to note</b><br />There is easy access to town by bus or a 20min walk
19518681,55.9348,-3.23461,2024-02-18,"Private room in quiet apartment close to Edinburgh city centre, 15-20min by bus. Guests have a small private bathroom with shower. The small bright, airy room looks directly onto the back garden. Free on-street parking and bus routes directly to the city centre or to the airport. Walking distance (10-15min) to Murrayfield Stadium for rugby, concerts and frequent trams to city centre or airport. 3 min walk to Visa Application Centre. Tea/coffee, water and home made shortbread in the room."
